comment_id,author,text,published_at,like_count,cleaned_text,original_length,cleaned_length,word_count
Ugytra1OYsXAk9rA02R4AaABAg,@RagaSimanjuntak,Sehat selalu Pak presiden RI yg 8. Selamat dan sukses pak menuju Indonesia emas . NKRI harga mati .,2025-05-04T18:42:35Z,0,sehat presiden selamat sukses indonesia emas nkri harga mati,99,60,9
UgwPMn1hp_OteqY8VzV4AaABAg,@TakaNacita,Presiden giting,2025-05-04T17:47:55Z,0,presiden giting,15,15,2
Ugzji8kpugf4i0Xm5qN4AaABAg,@abdulazis_channel,Astagfirullah semoga gak 11..12,2025-05-04T16:46:03Z,0,astagfirullah semoga gak,31,24,3
UgxYCzZKlMviNuif9Ap4AaABAg,@asanasan6308,Semua media harus paham seorang pimina negara rakya Indonesia ini  sangat berak dan media harus jga negara Indonesia dan media paham ini semuadi negara❤️🌹sama jga Negar nya,2025-05-04T11:30:01Z,0,media paham pimina negara rakya indonesia berak media jga negara indonesia media paham semuadi negara jga negar nya,172,115,18
UgwHCjiTWhTyHcj9Zbd4AaABAg,@rupanggon,"Mbak nana, jika ada kesempatan lagi tolong sampaikan. Izinkan masyarakat membuat dokumentasi via digital jika membuat pengaduan dan hal apapun ketika berhadapan dengan pelayan masyarakat, all bidang. Guna sebagai arsip digital dan pelurusan pelayanan sesuai ketentuan....",2025-05-04T04:43:25Z,0,mbak nana kesempatan tolong izinkan masyarakat dokumentasi via digital pengaduan apapun berhadapan pelayan masyarakat all bidang arsip digital pelurusan pelayanan sesuai ketentuan,271,179,22
Ugy_SiA1BFiI9oRbREB4AaABAg,@AnnisaSyawie,Nnton in hrus pake kecepatan 1.50 biar gk ketiduran😅pak prbowo ngomongnya kayak sabang dan merauke. Jauh😂,2025-05-04T04:27:51Z,0,nnton hrus pake kecepatan biar ketiduran prbowo ngomongnya kayak sabang merauke,105,79,11
Ugz6k9Ax-F_D_rTXpsx4AaABAg,@IdsaIdsa-q8u,"Semoga terealisasi apa2 yg di cita2kan bapak prabowo dan rakyat indonesia,,",2025-05-04T02:54:48Z,0,semoga terealisasi cita prabowo rakyat indonesia,75,48,6
Ugydo78vffKHeN-6Wul4AaABAg,@johnchristiantanamal3167,"Saya sangat Respect pd bpk Presiden, perlu diskusi terbuka seperti ini. 
Sy kutip sangat penting Chk n Re-chk perlu dikontrol dlm pekerjaan,Karyawan Kontrak dlm terminologi Hukum (PKWT) dan karyawan tetap dhn istilah 905 dan yg terpenting lagi penyampaian tentang penghapusan OUTSOURCING pd pidatonya di May day sangat di butuhkan masa depannya kepada para pekerja kontrak(PKWT)",2025-05-04T00:49:47Z,1,respect bpk presiden diskusi terbuka kutip chk chk dikontrol dlm pekerjaan karyawan kontrak dlm terminologi hukum pkwt karyawan dhn istilah terpenting penyampaian penghapusan outsourcing pidatonya may day butuhkan depannya pekerja kontrak pkwt,378,243,32
Ugxk5Jx2x_o5_Y0jY5B4AaABAg,@SuhardiBastian,"Bpk presiden Prabowo hebat strategi kepemimpinan nya,is the best ❤❤",2025-05-03T21:45:18Z,2,bpk presiden prabowo hebat strategi kepemimpinan nya the best,67,61,9
UgyvGsmRe3yokpcMLx54AaABAg,@siwirsiwir8507,"Masih terlihat belum terbiasa menjadi presiden , atau mungkin beliau sedang berusaha menjadi sosok yang bukan dirinya sendiri ?",2025-05-03T21:17:31Z,0,terbiasa presiden beliau berusaha sosok,127,39,5
Ugy-ZkpuDMnMFPVL6dV4AaABAg,@karyadiyadi6613,😂😂😂kualitas pemimpin Indonesia begini😂😂,2025-05-03T19:45:26Z,0,kualitas pemimpin indonesia,39,27,3
UgxNaIRMxAqbwfODoC14AaABAg,@karyadiyadi6613,Panjang lebar 😂 isinya 0. Muter2 tanpa isi pokoknya... 😂😂😂😂,2025-05-03T19:09:43Z,0,lebar isinya muter isi pokoknya,59,31,5
UgzhC04X7p2K5cs3Ykh4AaABAg,@dedemamnuah3379,Klo disimak setiap jawabannya gak nyambung sih hihihi mohon maaf,2025-05-03T15:04:59Z,0,klo disimak jawabannya gak nyambung sih hihihi mohon maaf,64,57,9
Ugw05-Dy37dPmcvoy714AaABAg,@BelverageCoke,Saya mengantuk,2025-05-03T11:56:29Z,0,mengantuk,14,9,1
Ugw6MkL6T4TdW210z1F4AaABAg,@BektiHarjono,Gerindra pan yg sangat kuat apalah PDI perjuangan.dandemokrat turut membantu membuyarkan arahan pak Prabowo,2025-05-03T09:05:35Z,0,gerindra pan kuat apalah pdi perjuangan dandemokrat membantu membuyarkan arahan prabowo,107,87,11
Ugx5cusvsZqzEL2UVbx4AaABAg,@BektiHarjono,Kalau di pilih udah mampan tidak bisa di ganti itulah yg dbuat pak Prabowo sistim taguh tidak bisa d ganggu di smua rakyat mau yg sebenar nya.,2025-05-03T09:03:54Z,0,pilih udah mampan ganti dbuat prabowo sistim taguh ganggu smua rakyat sebenar nya,142,81,13
UgyeAQglMGa7rZry7ht4AaABAg,@BektiHarjono,Jadilah pak Prabowo yg taguh jgn segan segan mengganggu  keutuhan pakprabowo dan wakil nya .,2025-05-03T09:00:08Z,0,prabowo taguh jgn segan segan mengganggu keutuhan pakprabowo wakil nya,92,70,10
UgwRJ66tiQ1SMMFF3Pd4AaABAg,@jackbad2516,kita kita kita trus,2025-05-02T19:21:37Z,0,trus,19,4,1
Ugx_1zbqqWG6xqIdC3p4AaABAg,@agzacn3574,53:56  bukan dame tapi... Dame dane dame yooo dame dadoyooo,2025-05-02T16:32:39Z,2,dame dame dane dame yooo dame dadoyooo,59,38,7
Ugx0RE3k_TX8uhgXWxV4AaABAg,@Seth666.,Mba nanq tanya Indikator ambil tindakan dan jawabannya apa 😂  1:33:35,2025-05-02T14:27:07Z,0,mba nanq indikator ambil tindakan jawabannya,69,44,6
Ugw9xhOmj8cbMvvS51V4AaABAg,@Seth666.,"Ditanya apa jawab kemana, ya alloh pak",2025-05-02T14:16:48Z,0,kemana alloh,38,12,2
Ugz9w9GPK8DStU4nQ6N4AaABAg,@icnyoung5558,Tidak seperti presiden sebelumnya yg hanya pandai dalam bicara yg simpel & berbobot karna pak prabowo lebih ke aksi bukan basa basi yg tidak ada bukti.,2025-05-02T14:15:51Z,1,presiden pandai bicara simpel berbobot karna prabowo aksi basa basi bukti,151,73,11
Ugwta-xwylMtaFeHmRh4AaABAg,@boymen8115,Salah judul,2025-05-02T12:58:11Z,0,salah judul,11,11,2
Ugw3UK-iBrwRhrBf-1R4AaABAg,@anjaywijay1833,Saya sedih dg kualitas pemimpin negara ini,2025-05-01T20:10:28Z,0,sedih kualitas pemimpin negara,42,30,4
Ugy3XAGe7LBrT9gKPYR4AaABAg,@sugengsutrisno7697,😮petani kita byk yg gk punya lahan  jd nya cm buruh tani gemana,2025-05-01T19:20:29Z,0,petani byk lahan nya buruh tani gemana,63,38,7
UgxOjY9AkZHSStMXYS14AaABAg,@raraamalia8798,Prabohong,2025-05-01T18:29:32Z,1,prabohong,9,9,1
UgwtvPvgUcY6hSPcqk54AaABAg,@FatimahIbrahim-q1l,Setujum,2025-05-01T17:25:27Z,0,setujum,7,7,1
UgwPv9cEuO2Bxppvrs14AaABAg,@HermanSumberpucung-zp4bi,"sing komen2 elek tentang Prabowo, psti pendukung e Pemerintahan Korupsi",2025-05-01T17:03:52Z,0,sing komen elek prabowo psti pendukung pemerintahan korupsi,71,59,8
UgybEDGHciR3KBduZOJ4AaABAg,@AlmendoJunardidollu,"Negara kuat negara maju tu karena tdk ada korupsi pak, bukan pertanian klo tdk ada korupsi pasti banyak dana yg di saluran bukan hanya untuk pertanian tapi pembangunan dan teknologi pak😂😂 president apalah",2025-05-01T13:37:43Z,0,negara kuat negara maju tdk korupsi pertanian klo tdk korupsi dana saluran pertanian pembangunan teknologi president apalah,204,123,17
Ugzu7aT4hJzZdyLFK614AaABAg,@annara_c,udah yapping nya?,2025-05-01T13:37:24Z,0,udah yapping nya,17,16,3
UgxHi04-cGcZvdkhuV54AaABAg,@JokoSampurno-h1v,Smoga diskusi spt ini.. dilakukan juga pula diskusi begini dgn Gibran  Wakil Presiden RI.. agr Rakyat/ Masyarakat Indonesia tau bagaimana KUALITAS & MUTU serta  BOBOT KECERDASAN &  POLA PIKIRNYA...,2025-05-01T05:21:41Z,1,smoga diskusi spt diskusi dgn gibran wakil presiden agr rakyat masyarakat indonesia tau kualitas mutu bobot kecerdasan pola pikirnya,197,132,19
Ugyp0_og7NlV-sE_H054AaABAg,@Nuur.f,😢😢😢😢😢😢😢 Indonesia,2025-05-01T03:29:48Z,0,indonesia,17,9,1
UgwTprs3V-dI-OqMSjB4AaABAg,@ketutmaru9086,Masyarakat sebagian besar petani jk ini yg Bpk perhatikan yakin para petani bs merasakan hasil jerih payahx didaerah2 tertentu agak susah mengembangkan usahax karena paktor keamanan jg,2025-04-30T21:02:24Z,0,masyarakat petani bpk perhatikan petani merasakan hasil jerih payahx didaerah susah mengembangkan usahax paktor keamanan,184,120,15
UgzNiT8Hndikv21cvQJ4AaABAg,@27nurfadilazahra44,"Saya bangga dengan kinerja bapak, lanjutkan dan tidak perlu merespon omongan sampah yang tidak mendukung negara dan proses pemerintahan yang tidak mudah pak, tetap fokus tujuan utama saja sisanya buang😂",2025-04-30T16:19:42Z,0,bangga kinerja lanjutkan merespon omongan sampah mendukung negara proses pemerintahan mudah fokus tujuan utama sisanya buang,202,124,16
UgwfoO8WicpyHMfBeeB4AaABAg,@Dhikyw,"jawabannya lengkap dan detail bangett, sampe lupa sama pertanyaan jurnalisnya",2025-04-30T15:49:59Z,0,jawabannya lengkap detail bangett sampe lupa jurnalisnya,77,56,7
Ugzjp98MI-rOi8UrmXJ4AaABAg,@MugiyonoAja,Ngerusakin pager,2025-04-30T15:43:58Z,1,ngerusakin pager,16,16,2
Ugxta9h6VbHfUD6pwnh4AaABAg,@MugiyonoAja,Aamiin,2025-04-30T15:14:17Z,0,aamiin,6,6,1
UgxfOtdzuCpB0pyo0TB4AaABAg,@MugiyonoAja,Aamiin,2025-04-30T15:13:40Z,0,aamiin,6,6,1
UgyDus-A-P4DWlSU25Z4AaABAg,@MugiyonoAja,Alhamdulillah,2025-04-30T15:08:31Z,0,alhamdulillah,13,13,1
Ugxq1ACUsfT2mjH9n794AaABAg,@MugiyonoAja,Aamiin,2025-04-30T15:03:13Z,0,aamiin,6,6,1
UgwdsxW5Z23Gd4hztGl4AaABAg,@MugiyonoAja,Assalamualaikum BPK bos,2025-04-30T14:49:21Z,0,assalamualaikum bpk bos,23,23,3
UgxMIWOYqDfqCVdYAhx4AaABAg,@rasyiedhanafi9995,Cmon cmon cmon,2025-04-30T14:23:56Z,0,cmon cmon cmon,14,14,3
UgzIgGSIKsLYhAUS7xp4AaABAg,@prameyong,"Kirain anda beda,trnyata sama😅😅😅😅😅😂",2025-04-30T14:11:03Z,1,kirain beda trnyata,35,19,3
UgxhTjLbDTCkdcXevgV4AaABAg,@sudiono5618,Omon omon ga nyambung,2025-04-30T13:57:12Z,1,omon omon nyambung,21,18,3
Ugz4HxJlypIBMcft89p4AaABAg,@Muksin-u8y,Tolak 100 purna tni jangan tanggapi soal pemakjulan WP mereka penhiana jalannya pemerintahan bau cuekin saja  otak celeng.,2025-04-30T13:50:32Z,0,tolak purna tni tanggapi pemakjulan penhiana jalannya pemerintahan bau cuekin otak celeng,122,89,12
Ugyj7eXOMSiamfXoBm94AaABAg,@williamvangeance3361,57:51 come on😂,2025-04-30T12:02:53Z,0,come,14,4,1
UgyyZV9QcNOvGD5yr9R4AaABAg,@irbefin7914,Bapak yg ngomong tapi aku yg capek,2025-04-30T09:34:08Z,0,ngomong capek,34,13,2
UgwwidTT0VKBtbBBqm14AaABAg,@masdi1792,"sumpah seorang presiden masih tdk bs memilih memilah kata, masih pake bahasa ( persiden goblog ), fix indonesia harus kwatir dan kalo bisa usul ganti saja presiden dana wakil nya ga mutu, pertanyaan nasum nya daging semua, di jawab pake tulang ga bobot",2025-04-30T07:31:48Z,1,sumpah presiden tdk memilih memilah pake bahasa persiden goblog fix indonesia kwatir kalo usul ganti presiden dana wakil nya mutu nasum nya daging pake tulang bobot,252,164,26
UgxK5Q1RW3Ov9qa8Vnp4AaABAg,@mustaqimchandra2877,"Pertanyaanya td apa ya, kok sy tdk nyambung,",2025-04-30T06:58:58Z,0,pertanyaanya tdk nyambung,44,25,3
UgypV4Gpoe9ZHGikY4h4AaABAg,@segera4449,"Pa prabowo presiden RI , tuntutan para purnawirawan TNI , 8 jumlahnya , tuntutan no. 1 yaitu untuk kembali ke uud , 45 , saya tidak setuju , saya menolak , sebab jika uud , kembali ke uud , 45 , maka 4 point amandemen uud , 45 , yaitu th 1999 , th ,2000, th , 2001 , dan th 2002 akan dihapus , itu yang sangat saya  tidak setuju . Selanjutnya , tuntutan lainnya yaitu yang , ke 2  sampai yang ke 8  , itu saya tak  ikut  komentar , artinya diserahkan kepada pa presiden  ,  itu urusan pa pa presiden  untuk mempertimbangkannya , terimakasih 
.",2025-04-30T06:11:41Z,0,prabowo presiden tuntutan purnawirawan tni tuntutan uud setuju menolak uud uud point amandemen uud dihapus setuju tuntutan komentar diserahkan presiden urusan presiden mempertimbangkannya terimakasih,543,199,24
Ugxz9BG4aeiCjgTDytl4AaABAg,@yeniliasusanti,"Liat pak tua umur 73 tahun di telanjangi pola fikirnya,dan di paksa mengerti keadaan zaman yang terus bergerak pesat.Jawaban dari setiap pertanyaan kosong semua nyaris tanpa nilai.Jadi dia bukan orang jahat,tapi inkompeten.Ibarat supir traktor berusaha nerbangin pesawat Boeing.",2025-04-30T04:58:35Z,2,liat tua umur telanjangi pola fikirnya paksa mengerti zaman bergerak pesat kosong nilai orang jahat inkompeten supir traktor berusaha nerbangin pesawat boeing,278,158,22
UgxokyibduTxCBLoivR4AaABAg,@nadaminayah7957,“super semar” got me dying,2025-04-30T03:39:28Z,1,super semar got dying,26,21,4
UgzsxLTn-fUzUd_VnuZ4AaABAg,@BanuLipurwanto,"Ini baru pemimpin yg mencatat sejarah dunia yg sangat bijak mau mengakui kepemimpinan terdahulunya dan menghormati sekaligus mau melanjutkan program² yg super istimewa, Ayo pak Prabowo kami² sangat mendukungmu sehat slalu Bapak semoga TUHAN slalu melindungimu...Amin❤️❤️❤️",2025-04-30T02:20:50Z,0,pemimpin mencatat sejarah dunia bijak mengakui kepemimpinan terdahulunya menghormati melanjutkan program² super istimewa ayo prabowo kami² mendukungmu sehat slalu semoga tuhan slalu melindungimu amin,272,199,24
UgyeJmtZ1ze_z80hSRB4AaABAg,@AbdiAbdi-x3w,"hee mereka kan orang pendidikan pak prebowo itu sia pa itukan kepala negara logikanya yah sedikit  sopan santun sedangkan  pak prabowo itu
lihat umr dan kalian umur muda  sopan dikit lah
ada katasebutan kamu dan aku kita adasebutan 
bappal danibu 
hargailah 
yg tua  maupun yg muda
 itulah sopan santun memangnya kepala negara ini adik kamu 
 bukakanya",2025-04-29T21:59:15Z,1,hee orang pendidikan prebowo sia itukan kepala negara logikanya yah sopan santun prabowo lihat umr umur muda sopan dikit katasebutan adasebutan bappal danibu hargailah tua muda sopan santun memangnya kepala negara adik bukakanya,352,228,33
UgyZohz-5jCOrbGPAhN4AaABAg,@bepeatb.,UU TNI buat para jenderal tapi UU perampasan aset utk negeri ini...,2025-04-29T19:26:05Z,0,tni jenderal perampasan aset utk negeri,67,39,6
UgyL7T06oo93ue0pHPd4AaABAg,@Victormzmeia,3 jam 26 menit isinya OMON-OMON doang anyinggg,2025-04-29T18:30:44Z,1,jam menit isinya omon omon doang anyinggg,46,41,7
UgyU6BVa6jTuZvI31Ud4AaABAg,@AZ10056,jawabannya ga ada yg nyambung,2025-04-29T18:19:06Z,0,jawabannya nyambung,29,19,2
UgzwjZNlRsGOgPT1GsV4AaABAg,@JenikeyTimu-i7p,"Ini kita bicara Blak blakan Ya Mohon Maaf Pa, Apa lagi di Bangka Belitung ini Negara tetangga dekat Pa, jadi Bangka Belitung ini banyak Mafia paling gila selundup  PanPerempuan saja berani Pa🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T17:02:40Z,0,bicara blak blakan mohon maaf bangka belitung negara tetangga bangka belitung mafia gila selundup panperempuan berani,204,117,16
Ugxifus4f0KbDJpLBK54AaABAg,@JenikeyTimu-i7p,"Dan TNI juga Pa dr tingkat Propinsi, Kabupaten, Kecamatan ingkar TNi bisa di beli juga sama Korea Korea Pa, jadi Masyarakat Sengsara Pa dan jadi Korban🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:57:35Z,0,tni tingkat propinsi kabupaten kecamatan ingkar tni beli korea korea masyarakat sengsara korban,164,95,13
Ugyi4qGhPBnl_m8JdJd4AaABAg,@JenikeyTimu-i7p,"Yang Punya duit Banyak itulah yg berkuasa, Gubernur, Walikota dan Bupati,dr Keamanan dlm Negeri Kapolda Kapolres dan Kapolsek bisa di beli🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:53:30Z,0,duit berkuasa gubernur walikota bupati keamanan dlm negeri kapolda kapolres kapolsek beli,151,89,12
UgzYJ3rEdjiybRkJjsF4AaABAg,@JenikeyTimu-i7p,"Jadi Gubernur tipu Menteri dan Menteri Pulang tipu Presiden jadi sama sama tipu Pa, Apa lagi Bangka Belitung ini Gila suap sogok🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:50:30Z,0,gubernur tipu menteri menteri pulang tipu presiden tipu bangka belitung gila suap sogok,141,87,13
Ugwlfy1DxroAV1ET0bl4AaABAg,@JenikeyTimu-i7p,"Krn Mentri DTG ke daerah bukan temui Masyarakat di lapangan tapi temui Gubernur DTG di Hotel berbintang, jadi Gubernur tipu Menteri, dan Menteri Pulang tipu Presiden ini Fakta Pa 🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:47:09Z,0,krn mentri dtg daerah temui masyarakat lapangan temui gubernur dtg hotel berbintang gubernur tipu menteri menteri pulang tipu presiden fakta,192,140,20
Ugw9NfzrMJvCXbiaw014AaABAg,@JenikeyTimu-i7p,"Ini Mohon maaf Pa bukan ngadu tapi cuma kasih tau Pa, Jgn seperti sebelum sebelumnya Pa, Krn Para Mentri DTG kedaerah bukan temui Masyarakat tapi DTG Ke Gubernur di terimah di Hotel berbintang, 🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:42:44Z,0,mohon maaf ngadu kasih tau jgn krn mentri dtg kedaerah temui masyarakat dtg gubernur terimah hotel berbintang,207,109,17
Ugybx5kDBt_sZtZcIcN4AaABAg,@mohammadalfian1796,Asw.kami.rakyat.biassa.pokoknya.prapasan.akset.segera.di.sahkan.karna.sebelum.jadi.preseden.bapak.prabowo.sudah.janji.sama.rakyat.ini.yg.rakyat.tagih,2025-04-29T15:57:56Z,0,asw rakyat biassa pokoknya prapasan akset sahkan karna preseden prabowo janji rakyat rakyat tagih,149,97,14
UgxTLr7c0WSNlaEWNnd4AaABAg,@mahdhalenha7712,Herannn sama yang komen hujatt... Mereka nonton ngga ndengerin ... Ndengerin pula hatinya udh ketutup... Udh diselimuti sengit sebel dan benci ya begitu... Ngehujaaaaad mulu isinya... Komen2 nya ga bijak ujung2nya😂😂😂,2025-04-29T14:45:18Z,0,herannn komen hujatt nonton ngga ndengerin ndengerin hatinya udh ketutup udh diselimuti sengit sebel benci ngehujaaaaad mulu isinya komen nya bijak ujung nya,216,157,23
UgyrXlb0MR9UuMF0LqR4AaABAg,@cutie.caratt,"keren yang di sana dengerinnya, kita disini udah istighfar mulu😢",2025-04-29T14:35:03Z,0,keren dengerinnya udah istighfar mulu,64,37,5
UgyYY6uDuBeo-8EcI694AaABAg,@mahdhalenha7712,Menit ke 2jam lebih 40menit... Kami berharap bapak presiden.. Doa kami.. Bapak diberikan sehat sellalu dan dijauhkan dari orang2 dzolim yang berbuat jahat pada bapak.. Kami bangga dan bersyukur adanya bapak menjadi presiden.. Pelan2 insya Alloh yang kemarin ter phk kembali mendapatkan kerja dengan lapangan kerja yang terbuka ke depan,2025-04-29T14:25:27Z,0,menit jam menit berharap presiden doa sehat sellalu dijauhkan orang dzolim berbuat jahat bangga bersyukur presiden pelan insya alloh kemarin ter phk kerja lapangan kerja terbuka,335,177,26
UgzUOBhb_ZDOmeUJjf14AaABAg,@mahdhalenha7712,Semoga next ada lagi yah mba nana❤❤❤ suka banget ndengerin interaksi pak presiden dengan para reporter2 ternama diindonesia.. Semua pembahasan bener2 daging..,2025-04-29T14:15:11Z,2,semoga next yah mba nana suka banget ndengerin interaksi presiden reporter ternama diindonesia pembahasan bener daging,158,118,16
UgySk_-Y-T0wkCg137h4AaABAg,@JohanPurba-r7d,"Pak prabowo seandainya masyarakat bisa berkomunikasi dengan bapak. Hati bapak pasti menangis melihat masyarakat yg masih banyak susah sekali di pelosok pelosok. Sementara yang korupsi di indonesia tidak mau kalau satu juta, kalau melihat dari berita, mensos  masyarakat melihat yg korup ratusan juta milyaran, sementara masyarakat dipedesaan bamyak yg terlantarkan . Tlg ya pak segala aparatur negara supaya bapak pesan bersatu membasmi segala kejahatan.",2025-04-29T13:17:29Z,1,prabowo seandainya masyarakat berkomunikasi hati menangis masyarakat susah pelosok pelosok korupsi indonesia juta berita mensos masyarakat korup ratusan juta milyaran masyarakat dipedesaan bamyak terlantarkan tlg aparatur negara pesan bersatu membasmi kejahatan,454,261,31
